,Date,Open,High,Low,Close,Volume,Change,BPS,PER,PBR,EPS,DIV,DPS,금리,환율
51,2015-03-19,186000,187000,180500,184000,772519,0.01098901098901095,181909,5.85,1.01,31441,1.06,1950,1.75,1109.8900146484375
52,2015-03-20,185000,185500,179000,181000,798518,-0.016304347826086918,181909,5.76,1.0,31441,1.08,1950,1.75,1119.300048828125
53,2015-03-23,182000,182500,176500,179000,650348,-0.011049723756906049,181909,5.69,0.98,31441,1.09,1950,1.75,1111.780029296875
54,2015-03-24,178500,178500,173000,175000,868581,-0.022346368715083775,181909,5.57,0.96,31441,1.11,1950,1.75,1103.4300537109375
55,2015-03-25,173500,174500,170000,170000,894773,-0.02857142857142858,181909,5.41,0.93,31441,1.15,1950,1.75,1101.6700439453125
56,2015-03-26,168500,172000,167500,169000,630097,-0.00588235294117645,181909,5.38,0.93,31441,1.15,1950,1.75,1098.97998046875
57,2015-03-27,170000,171000,167000,167500,556195,-0.00887573964497046,181909,5.33,0.92,31441,1.16,1950,1.75,1102.949951171875
58,2015-03-30,168500,170000,166500,167000,400470,-0.0029850746268657025,181909,5.31,0.92,31441,1.17,1950,1.75,1101.72998046875
59,2015-03-31,170000,172500,167500,168500,545852,0.008982035928143617,181909,5.36,0.93,31441,1.16,1950,1.75,1105.5
60,2015-04-01,167500,168000,163000,164000,687942,-0.02670623145400597,181909,5.22,0.9,31441,1.19,1950,1.75,1107.0999755859375
61,2015-04-02,165500,168000,164000,164000,499028,0.0,181909,5.22,0.9,31441,1.19,1950,1.75,1097.8699951171875
62,2015-04-03,166500,167500,165500,166000,406857,0.012195121951219523,181909,5.28,0.91,31441,1.17,1950,1.75,1089.1199951171875
63,2015-04-06,166500,166500,162000,162000,567728,-0.02409638554216864,181909,5.15,0.89,31441,1.2,1950,1.75,1089.1199951171875
64,2015-04-07,162500,164000,160500,161500,493303,-0.0030864197530864335,181909,5.14,0.89,31441,1.21,1950,1.75,1089.1199951171875
65,2015-04-08,162500,163500,161000,161000,582165,-0.003095975232198178,181909,5.12,0.89,31441,1.21,1950,1.75,1092.3199462890625
66,2015-04-09,161000,164500,161000,161500,552693,0.0031055900621117516,181909,5.14,0.89,31441,1.21,1950,1.75,1090.1500244140625
67,2015-04-10,162500,168500,162500,167500,897568,0.037151702786377694,181909,5.33,0.92,31441,1.16,1950,1.75,1093.7900390625
68,2015-04-13,169000,169500,166500,167000,874056,-0.0029850746268657025,181909,5.31,0.92,31441,1.17,1950,1.75,1091.93994140625
69,2015-04-14,167500,171500,166000,171000,855013,0.0239520958083832,181909,5.44,0.94,31441,1.14,1950,1.75,1099.8900146484375
70,2015-04-15,173500,173500,169500,170000,582563,-0.005847953216374324,181909,5.41,0.93,31441,1.15,1950,1.75,1090.300048828125
71,2015-04-16,170500,171000,167000,169000,642025,-0.00588235294117645,181909,5.38,0.93,31441,1.15,1950,1.75,1093.6199951171875
72,2015-04-17,168000,171000,168000,170000,582544,0.00591715976331364,181909,5.41,0.93,31441,1.15,1950,1.75,1082.5899658203125
73,2015-04-20,168000,174500,168000,174500,953611,0.026470588235294024,181909,5.55,0.96,31441,1.12,1950,1.75,1081.8900146484375
74,2015-04-21,174000,175000,170000,171000,753660,-0.02005730659025784,181909,5.44,0.94,31441,1.14,1950,1.75,1081.1800537109375
75,2015-04-22,170000,172000,169000,170000,828845,-0.005847953216374324,181909,5.41,0.93,31441,1.15,1950,1.75,1081.3199462890625
76,2015-04-23,172000,176500,170000,175500,1216380,0.032352941176470695,181909,5.58,0.96,31441,1.11,1950,1.75,1083.0
77,2015-04-24,178000,180000,176500,177500,1211753,0.01139601139601143,181909,5.65,0.98,31441,1.1,1950,1.75,1080.02001953125
78,2015-04-27,179500,181000,175000,176000,748451,-0.008450704225352101,181909,5.6,0.97,31441,1.11,1950,1.75,1074.3800048828125
79,2015-04-28,176500,177000,170500,172500,740146,-0.019886363636363646,181909,5.49,0.95,31441,1.13,1950,1.75,1067.81005859375
80,2015-04-29,171500,172000,168500,171000,601241,-0.008695652173912993,181909,5.44,0.94,31441,1.14,1950,1.75,1062.8499755859375
81,2015-04-30,170500,171000,169000,169000,427815,-0.011695906432748537,181909,5.38,0.93,31441,1.15,1950,1.75,1068.969970703125
82,2015-05-04,170000,173000,169000,172000,380816,0.01775147928994092,201958,6.36,0.85,27037,1.74,3000,1.75,1075.06005859375
83,2015-05-06,171500,175000,170500,171500,503864,-0.0029069767441860517,201958,6.34,0.85,27037,1.75,3000,1.75,1079.5799560546875
84,2015-05-07,170500,174000,170000,173000,402405,0.008746355685131268,201958,6.4,0.86,27037,1.73,3000,1.75,1078.6700439453125
85,2015-05-08,172500,175000,172000,173000,468895,0.0,201958,6.4,0.86,27037,1.73,3000,1.75,1091.8900146484375
86,2015-05-11,175000,175500,169500,169500,436637,-0.020231213872832332,201958,6.27,0.84,27037,1.77,3000,1.75,1085.800048828125
87,2015-05-12,170000,170500,168000,169000,458718,-0.002949852507374673,201958,6.25,0.84,27037,1.78,3000,1.75,1095.949951171875
88,2015-05-13,169000,170000,164500,166000,757632,-0.017751479289940808,201958,6.14,0.82,27037,1.81,3000,1.75,1092.3800048828125
89,2015-05-14,165000,166000,163000,164000,549230,-0.012048192771084376,201958,6.07,0.81,27037,1.83,3000,1.75,1091.4000244140625
90,2015-05-15,165500,166500,163000,163500,658615,-0.0030487804878048808,201958,6.05,0.81,27037,1.83,3000,1.75,1088.239990234375
91,2015-05-18,163000,163500,161000,162500,487389,-0.006116207951070374,201958,6.01,0.8,27037,1.85,3000,1.75,1081.8399658203125
92,2015-05-19,161000,163500,160000,162500,500399,0.0,201958,6.01,0.8,27037,1.85,3000,1.75,1088.239990234375
93,2015-05-20,164000,165000,161500,162500,486568,0.0,201958,6.01,0.8,27037,1.85,3000,1.75,1093.5
94,2015-05-21,162500,163000,159500,159500,560571,-0.018461538461538418,201958,5.9,0.79,27037,1.88,3000,1.75,1095.4100341796875
95,2015-05-22,159500,162500,159500,162500,483612,0.018808777429467183,201958,6.01,0.8,27037,1.85,3000,1.75,1091.47998046875
96,2015-05-26,162500,163000,159500,160000,771656,-0.01538461538461533,201958,5.92,0.79,27037,1.88,3000,1.75,1095.75
97,2015-05-27,157500,158500,157000,157000,812113,-0.018750000000000044,201958,5.81,0.78,27037,1.91,3000,1.75,1105.8699951171875
98,2015-05-28,157500,158500,155000,156000,720265,-0.006369426751592355,201958,5.77,0.77,27037,1.92,3000,1.75,1107.4200439453125
99,2015-05-29,157500,159000,156000,158000,790681,0.012820512820512775,201958,5.84,0.78,27037,1.9,3000,1.75,1107.0
100,2015-06-01,157500,158000,153000,154500,661877,-0.022151898734177222,201958,5.71,0.77,27037,1.94,3000,1.75,1111.4200439453125
101,2015-06-02,151500,151500,138000,138500,3463055,-0.1035598705501618,201958,5.12,0.69,27037,2.17,3000,1.75,1113.800048828125
102,2015-06-03,138500,139000,132000,135500,3117196,-0.02166064981949456,201958,5.01,0.67,27037,2.21,3000,1.75,1106.530029296875
103,2015-06-04,136500,140500,135500,139000,1737559,0.02583025830258312,201958,5.14,0.69,27037,2.16,3000,1.75,1105.68994140625
104,2015-06-05,138000,140500,137000,137500,1081459,-0.010791366906474864,201958,5.09,0.68,27037,2.18,3000,1.75,1111.699951171875
105,2015-06-08,137500,139000,133000,134500,1119635,-0.021818181818181848,201958,4.97,0.67,27037,2.23,3000,1.75,1122.300048828125
106,2015-06-09,136000,137500,135000,135500,659565,0.0074349442379182396,201958,5.01,0.67,27037,2.21,3000,1.75,1117.1099853515625
107,2015-06-10,137000,137500,132500,134500,977599,-0.0073800738007380184,201958,4.97,0.67,27037,2.23,3000,1.75,1119.0799560546875
108,2015-06-11,137500,142000,136500,138000,1652650,0.026022304832713727,201958,5.1,0.68,27037,2.17,3000,1.5,1108.719970703125
109,2015-06-12,139500,141000,135000,136000,645129,-0.01449275362318836,201958,5.03,0.67,27037,2.21,3000,1.5,1110.4000244140625
110,2015-06-15,136500,137500,134500,136500,465681,0.003676470588235281,201958,5.05,0.68,27037,2.2,3000,1.5,1110.3499755859375
111,2015-06-16,135500,138000,131500,137000,1072315,0.00366300366300365,201958,5.07,0.68,27037,2.19,3000,1.5,1114.530029296875
112,2015-06-17,138000,138000,135000,136000,552346,-0.007299270072992692,201958,5.03,0.67,27037,2.21,3000,1.5,1116.77001953125
113,2015-06-18,137000,137500,131000,131500,1115055,-0.03308823529411764,201958,4.86,0.65,27037,2.28,3000,1.5,1111.5899658203125
114,2015-06-19,132000,133000,128000,130000,973949,-0.011406844106463865,201958,4.81,0.64,27037,2.31,3000,1.5,1103.25
115,2015-06-22,131000,133000,130000,132000,784690,0.01538461538461533,201958,4.88,0.65,27037,2.27,3000,1.5,1101.219970703125
116,2015-06-23,133500,134000,131000,131000,715018,-0.007575757575757569,201958,4.85,0.65,27037,2.29,3000,1.5,1098.780029296875
117,2015-06-24,131500,133000,131000,133000,682058,0.01526717557251911,201958,4.92,0.66,27037,2.26,3000,1.5,1103.969970703125
118,2015-06-25,133000,134500,131500,132000,545527,-0.007518796992481258,201958,4.88,0.65,27037,2.27,3000,1.5,1107.9200439453125
119,2015-06-26,132000,136500,132000,135000,819996,0.022727272727272707,201958,4.99,0.67,27037,2.22,3000,1.5,1109.93994140625
120,2015-06-29,132500,134500,131500,134500,630861,-0.0037037037037036535,201958,4.97,0.67,27037,2.23,3000,1.5,1120.9000244140625
121,2015-06-30,135000,137000,134500,136000,635953,0.011152416356877248,201958,5.03,0.67,27037,2.21,3000,1.5,1118.219970703125
122,2015-07-01,136000,136500,133500,136500,666296,0.003676470588235281,201958,5.05,0.68,27037,2.2,3000,1.5,1117.56005859375
123,2015-07-02,136500,136500,134000,135500,1096166,-0.0073260073260073,201958,5.01,0.67,27037,2.21,3000,1.5,1122.9300537109375
124,2015-07-03,135000,135500,134000,135000,351816,-0.0036900369003689537,201958,4.99,0.67,27037,2.22,3000,1.5,1120.949951171875
125,2015-07-06,131500,134000,131500,133000,784386,-0.014814814814814836,201958,4.92,0.66,27037,2.26,3000,1.5,1120.949951171875
126,2015-07-07,132500,133000,130500,131500,801649,-0.011278195488721776,201958,4.86,0.65,27037,2.28,3000,1.5,1124.22998046875
127,2015-07-08,131000,131500,128000,128000,1004894,-0.026615969581749055,201958,4.73,0.63,27037,2.34,3000,1.5,1132.9300537109375
128,2015-07-09,125500,129500,125500,127000,911818,-0.0078125,201958,4.7,0.63,27037,2.36,3000,1.5,1134.43994140625
129,2015-07-10,126500,127500,123500,124000,1166534,-0.023622047244094446,201958,4.59,0.61,27037,2.42,3000,1.5,1131.030029296875
130,2015-07-13,124000,126000,124000,125500,368577,0.012096774193548487,201958,4.64,0.62,27037,2.39,3000,1.5,1129.0400390625
131,2015-07-14,126000,127000,124500,125500,581446,0.0,201958,4.64,0.62,27037,2.39,3000,1.5,1134.8199462890625
132,2015-07-15,126000,128500,125500,126500,491854,0.007968127490039834,201958,4.68,0.63,27037,2.37,3000,1.5,1141.3699951171875
133,2015-07-16,126000,128000,126000,127000,518944,0.0039525691699604515,201958,4.7,0.63,27037,2.36,3000,1.5,1144.9200439453125
134,2015-07-17,126500,127000,123000,123500,893463,-0.027559055118110187,201958,4.57,0.61,27037,2.43,3000,1.5,1145.1500244140625
135,2015-07-20,123000,125500,123000,124000,537690,0.004048582995951344,201958,4.59,0.61,27037,2.42,3000,1.5,1148.1099853515625
136,2015-07-21,125000,134000,124500,133000,1327713,0.07258064516129026,201958,4.92,0.66,27037,2.26,3000,1.5,1154.550048828125
137,2015-07-22,132500,134000,128000,131000,887693,-0.015037593984962405,201958,4.85,0.65,27037,2.29,3000,1.5,1146.8599853515625
138,2015-07-23,131000,139500,130500,138000,1512712,0.05343511450381677,201958,5.1,0.68,27037,2.17,3000,1.5,1155.530029296875
139,2015-07-24,138000,140500,135500,139000,1013380,0.007246376811594235,201958,5.14,0.69,27037,2.16,3000,1.5,1160.260009765625
140,2015-07-27,139000,145500,138000,145000,1414445,0.043165467625899234,201958,5.36,0.72,27037,2.07,3000,1.5,1168.199951171875
141,2015-07-28,143000,148000,141500,145000,1170007,0.0,201958,5.36,0.72,27037,2.07,3000,1.5,1165.030029296875
142,2015-07-29,145000,146500,142500,146000,735122,0.006896551724137945,201958,5.4,0.72,27037,2.05,3000,1.5,1159.52001953125
143,2015-07-30,146500,151000,144500,150000,1233619,0.027397260273972712,201958,5.55,0.74,27037,2.0,3000,1.5,1160.0699462890625
144,2015-07-31,149500,151000,146000,149000,746904,-0.00666666666666671,201958,5.51,0.74,27037,2.01,3000,1.5,1170.77001953125
145,2015-08-03,148500,150000,143500,143500,753561,-0.03691275167785235,201958,5.31,0.71,27037,2.09,3000,1.5,1164.6400146484375
146,2015-08-04,141000,145500,140500,144000,368056,0.0034843205574912606,201958,5.33,0.71,27037,2.08,3000,1.5,1168.699951171875
147,2015-08-05,144500,146500,142000,145500,358304,0.01041666666666674,201958,5.38,0.72,27037,2.06,3000,1.5,1167.1300048828125
148,2015-08-06,144000,144500,138000,139500,829920,-0.04123711340206182,201958,5.16,0.69,27037,2.15,3000,1.5,1171.93994140625
149,2015-08-07,139000,139000,134500,138000,581892,-0.010752688172043001,201958,5.1,0.68,27037,2.17,3000,1.5,1161.530029296875
150,2015-08-10,138500,141500,136500,140000,367835,0.01449275362318847,201958,5.18,0.69,27037,2.14,3000,1.5,1161.530029296875
151,2015-08-11,141000,142000,138000,139000,384972,-0.0071428571428571175,201958,5.14,0.69,27037,2.16,3000,1.5,1157.050048828125
152,2015-08-12,139500,149500,139000,146000,1656891,0.050359712230215736,201958,5.4,0.72,27037,2.05,3000,1.5,1177.280029296875
153,2015-08-13,145000,147000,142500,144500,957016,-0.010273972602739767,201958,5.34,0.72,27037,2.08,3000,1.5,1173.0
154,2015-08-17,143500,146000,143500,143500,449849,-0.00692041522491349,201958,5.31,0.71,27037,2.09,3000,1.5,1177.199951171875
155,2015-08-18,144500,148500,144000,146500,628892,0.020905923344947785,201958,5.42,0.73,27037,2.05,3000,1.5,1181.5799560546875
156,2015-08-19,145500,149000,145500,148000,810111,0.010238907849829282,201958,5.47,0.73,27037,2.03,3000,1.5,1184.449951171875
157,2015-08-20,147000,149500,146000,149000,697471,0.006756756756756799,201958,5.51,0.74,27037,2.01,3000,1.5,1181.2099609375
158,2015-08-21,145000,147500,143500,146000,818191,-0.020134228187919434,201958,5.4,0.72,27037,2.05,3000,1.5,1182.530029296875
159,2015-08-24,145000,146500,140000,142500,810847,-0.023972602739726012,201958,5.27,0.71,27037,2.11,3000,1.5,1193.5699462890625
160,2015-08-25,144500,152500,142500,147500,1279827,0.03508771929824572,201958,5.46,0.73,27037,2.03,3000,1.5,1189.5799560546875
161,2015-08-26,148500,152500,147500,150000,803308,0.016949152542372836,201958,5.55,0.74,27037,2.0,3000,1.5,1189.1600341796875
162,2015-08-27,152500,154000,145500,147000,867600,-0.020000000000000018,201958,5.44,0.73,27037,2.04,3000,1.5,1181.1600341796875
163,2015-08-28,147000,149000,143500,144000,926743,-0.020408163265306145,201958,5.33,0.71,27037,2.08,3000,1.5,1171.989990234375
164,2015-08-31,144000,149000,141500,149000,767410,0.03472222222222232,201958,5.51,0.74,27037,2.01,3000,1.5,1177.5999755859375
165,2015-09-01,147000,148500,145000,146500,437156,-0.016778523489932917,201958,5.42,0.73,27037,2.05,3000,1.5,1180.949951171875
166,2015-09-02,146000,154000,146000,151500,1131571,0.03412969283276457,201958,5.6,0.75,27037,1.98,3000,1.5,1177.280029296875
167,2015-09-03,151500,153000,150000,152000,529122,0.0033003300330032292,201958,5.62,0.75,27037,1.97,3000,1.5,1182.1600341796875
168,2015-09-04,151500,152000,148500,150000,439335,-0.013157894736842146,201958,5.55,0.74,27037,2.0,3000,1.5,1189.1199951171875
169,2015-09-07,149000,153500,149000,152000,640220,0.01333333333333342,201958,5.62,0.75,27037,1.97,3000,1.5,1199.510009765625
170,2015-09-08,152000,157500,152000,156500,852958,0.02960526315789469,201958,5.79,0.77,27037,1.92,3000,1.5,1201.18994140625
171,2015-09-09,157000,157500,153500,155500,609850,-0.006389776357827448,201958,5.75,0.77,27037,1.93,3000,1.5,1193.0
172,2015-09-10,156000,158000,155000,156500,742873,0.006430868167202508,201958,5.79,0.77,27037,1.92,3000,1.5,1190.3399658203125
173,2015-09-11,156000,159000,155000,156000,649365,-0.0031948881789137795,201958,5.77,0.77,27037,1.92,3000,1.5,1180.5999755859375
174,2015-09-14,155500,156500,152500,154500,473618,-0.009615384615384581,201958,5.71,0.77,27037,1.94,3000,1.5,1180.550048828125
175,2015-09-15,154500,158500,154500,156500,935039,0.012944983818770295,201958,5.79,0.77,27037,1.92,3000,1.5,1182.0
176,2015-09-16,157500,164500,157000,163000,1158524,0.04153354632587858,201958,6.03,0.81,27037,1.84,3000,1.5,1176.81005859375
177,2015-09-17,163500,164000,159500,163500,648686,0.0030674846625766694,201958,6.05,0.81,27037,1.83,3000,1.5,1169.199951171875
178,2015-09-18,164000,165500,159500,165500,903177,0.012232415902140747,201958,6.12,0.82,27037,1.81,3000,1.5,1164.8900146484375
179,2015-09-21,164500,167500,158000,159000,840567,-0.0392749244712991,201958,5.88,0.79,27037,1.89,3000,1.5,1171.1099853515625
180,2015-09-22,163000,165500,160500,164000,714326,0.03144654088050314,201958,6.07,0.81,27037,1.83,3000,1.5,1176.47998046875
181,2015-09-23,163000,164500,157000,157000,944046,-0.04268292682926833,201958,5.81,0.78,27037,1.91,3000,1.5,1182.5400390625
182,2015-09-24,159000,161000,157500,158000,3620370,0.006369426751592355,201958,5.84,0.78,27037,1.9,3000,1.5,1192.4100341796875
183,2015-09-25,163500,164500,161000,162000,855109,0.025316455696202445,201958,5.99,0.8,27037,1.85,3000,1.5,1188.93994140625
184,2015-09-30,158000,164000,157500,164000,978742,0.012345679012345734,201958,6.07,0.81,27037,1.83,3000,1.5,1194.1600341796875
185,2015-10-01,164000,168000,163000,168000,806534,0.024390243902439046,201958,6.21,0.83,27037,1.79,3000,1.5,1183.8399658203125
186,2015-10-02,167500,169500,165500,167000,492926,-0.005952380952380931,201958,6.18,0.83,27037,1.8,3000,1.5,1177.0999755859375
187,2015-10-05,168000,168500,163500,164000,469905,-0.017964071856287456,201958,6.07,0.81,27037,1.83,3000,1.5,1171.0899658203125
188,2015-10-06,162500,163000,155000,158000,1289144,-0.03658536585365857,201958,5.84,0.78,27037,1.9,3000,1.5,1159.5699462890625
189,2015-10-07,155500,161000,155500,160500,532368,0.015822784810126667,201958,5.94,0.79,27037,1.87,3000,1.5,1159.3199462890625
190,2015-10-08,161000,163500,159500,162000,568436,0.009345794392523255,201958,5.99,0.8,27037,1.85,3000,1.5,1156.75
191,2015-10-12,162500,163000,158000,159500,517468,-0.015432098765432056,201958,5.9,0.79,27037,1.88,3000,1.5,1146.010009765625
192,2015-10-13,160500,164500,160000,163500,721085,0.02507836990595602,201958,6.05,0.81,27037,1.83,3000,1.5,1142.2099609375
193,2015-10-14,164000,165000,163000,163000,602476,-0.003058103975535187,201958,6.03,0.81,27037,1.84,3000,1.5,1148.0699462890625
194,2015-10-15,162500,164500,161000,162500,495824,-0.0030674846625766694,201958,6.01,0.8,27037,1.85,3000,1.5,1135.75
195,2015-10-16,162500,163000,158000,161000,628494,-0.009230769230769265,201958,5.95,0.8,27037,1.86,3000,1.5,1121.0400390625
196,2015-10-19,162500,162500,159500,161000,333746,0.0,201958,5.95,0.8,27037,1.86,3000,1.5,1129.719970703125
197,2015-10-20,161500,163500,161000,162500,335128,0.009316770186335477,201958,6.01,0.8,27037,1.85,3000,1.5,1130.3699951171875
198,2015-10-21,163000,163500,162000,163000,322293,0.003076923076922977,201958,6.03,0.81,27037,1.84,3000,1.5,1129.469970703125
199,2015-10-22,162500,164500,158000,162000,613312,-0.006134969325153339,201958,5.99,0.8,27037,1.85,3000,1.5,1138.0400390625
200,2015-10-23,164000,164500,157000,158000,648582,-0.024691358024691357,201958,5.84,0.78,27037,1.9,3000,1.5,1128.6700439453125
201,2015-10-26,159000,160500,157500,159000,404409,0.006329113924050667,201958,5.88,0.79,27037,1.89,3000,1.5,1134.010009765625
202,2015-10-27,159000,160000,157500,159000,283965,0.0,201958,5.88,0.79,27037,1.89,3000,1.5,1128.739990234375
203,2015-10-28,158500,159000,154000,155500,567032,-0.022012578616352196,201958,5.75,0.77,27037,1.93,3000,1.5,1134.02001953125
204,2015-10-29,155000,156000,153000,153500,450019,-0.012861736334405127,201958,5.68,0.76,27037,1.95,3000,1.5,1143.5999755859375
205,2015-10-30,152000,158000,150000,156000,667498,0.016286644951140072,201958,5.77,0.77,27037,1.92,3000,1.5,1139.8599853515625
206,2015-11-02,157000,158500,155500,158500,272605,0.01602564102564097,201958,5.86,0.78,27037,1.89,3000,1.5,1139.1600341796875
207,2015-11-03,162500,164500,161500,162500,750511,0.025236593059936974,201958,6.01,0.8,27037,1.85,3000,1.5,1136.6199951171875
