,Date,Open,High,Low,Close,Volume,Change,BPS,PER,PBR,EPS,DIV,DPS,금리,환율
25,2015-02-06,26919,27480,26720,27440,160101,0.010309278350515427,848999,6.93,1.62,197841,1.04,14300,2.0,1084.800048828125
26,2015-02-09,27200,27980,27140,27900,173870,0.016763848396501357,848999,7.05,1.64,197841,1.03,14300,2.0,1096.699951171875
27,2015-02-10,28000,28000,27540,27560,130387,-0.012186379928315394,848999,6.97,1.62,197841,1.04,14300,2.0,1094.0999755859375
28,2015-02-11,27480,27480,27080,27100,199476,-0.01669085631349787,848999,6.85,1.6,197841,1.06,14300,2.0,1097.5999755859375
29,2015-02-12,26800,27160,26620,26880,214964,-0.00811808118081181,848999,6.79,1.58,197841,1.06,14300,2.0,1105.699951171875
30,2015-02-13,27200,27220,26900,27220,130458,0.012648809523809534,848999,6.88,1.6,197841,1.05,14300,2.0,1101.199951171875
31,2015-02-16,27360,27480,27220,27480,124530,0.009551800146950784,848999,6.94,1.62,197841,1.04,14300,2.0,1095.4000244140625
32,2015-02-17,27479,27539,27280,27540,114900,0.0021834061135370675,848999,6.96,1.62,197841,1.04,14300,2.0,1100.199951171875
33,2015-02-23,27560,27800,27320,27340,306036,-0.0072621641249092095,848999,6.91,1.61,197841,1.05,14300,2.0,1109.0999755859375
34,2015-02-24,27699,27780,27280,27340,217265,0.0,848999,6.91,1.61,197841,1.05,14300,2.0,1107.699951171875
35,2015-02-25,27600,27700,27460,27580,167485,0.008778346744696464,848999,6.97,1.62,197841,1.04,14300,2.0,1111.300048828125
36,2015-02-26,27580,27600,27360,27500,163583,-0.0029006526468455807,848999,6.95,1.62,197841,1.04,14300,2.0,1098.6800537109375
37,2015-02-27,27500,27520,27140,27140,260188,-0.013090909090909042,848999,6.86,1.6,197841,1.05,14300,2.0,1100.6700439453125
38,2015-03-02,27500,28460,27340,28460,436112,0.048636698599852535,848999,7.19,1.68,197841,1.0,14300,2.0,1099.010009765625
39,2015-03-03,28699,28740,28119,28360,274976,-0.0035137034434293835,848999,7.17,1.67,197841,1.01,14300,2.0,1100.5899658203125
40,2015-03-04,28220,28800,28200,28740,232062,0.013399153737658764,848999,7.26,1.69,197841,1.0,14300,2.0,1094.9599609375
41,2015-03-05,28780,28860,28340,28440,192312,-0.01043841336116913,848999,7.19,1.67,197841,1.01,14300,2.0,1099.25
42,2015-03-06,28280,28980,28120,28840,234670,0.014064697609001309,848999,7.29,1.7,197841,0.99,14300,2.0,1099.8900146484375
43,2015-03-09,28800,28800,28400,28400,156292,-0.015256588072122046,848999,7.18,1.67,197841,1.01,14300,2.0,1108.81005859375
44,2015-03-10,28679,28860,28400,28420,208397,0.0007042253521127861,848999,7.18,1.67,197841,1.01,14300,2.0,1113.5
45,2015-03-11,28380,29580,28360,29480,422173,0.037297677691766395,848999,7.45,1.74,197841,0.97,14300,2.0,1124.8599853515625
46,2015-03-12,29200,29460,28940,28940,383064,-0.01831750339213023,848999,7.31,1.7,197841,0.99,14300,1.75,1128.97998046875
47,2015-03-13,29220,29580,29100,29140,188262,0.006910850034554272,848999,7.36,1.72,197841,0.98,14300,1.75,1123.02001953125
48,2015-03-16,29160,29740,29100,29400,179491,0.008922443376801592,848999,7.43,1.73,197841,0.97,14300,1.75,1136.219970703125
49,2015-03-17,29399,29999,29200,29940,273223,0.01836734693877551,848999,7.57,1.76,197841,0.96,14300,1.75,1129.0
50,2015-03-18,29920,30120,29720,30060,249287,0.004008016032064132,848999,7.6,1.77,197841,0.95,14300,1.75,1127.1600341796875
51,2015-03-19,30200,30200,29400,29400,264516,-0.021956087824351322,848999,7.43,1.73,197841,0.97,14300,1.75,1109.8900146484375
52,2015-03-20,29500,29600,29200,29280,254099,-0.004081632653061273,848999,7.4,1.72,197841,0.98,14300,1.75,1119.300048828125
53,2015-03-23,29240,29480,29160,29340,162458,0.002049180327868827,848999,7.42,1.73,197841,0.97,14300,1.75,1111.780029296875
54,2015-03-24,29099,29560,29099,29520,182263,0.006134969325153339,848999,7.46,1.74,197841,0.97,14300,1.75,1103.4300537109375
55,2015-03-25,29740,29760,29440,29700,187381,0.0060975609756097615,848999,7.51,1.75,197841,0.96,14300,1.75,1101.6700439453125
56,2015-03-26,29000,29120,28420,28420,420119,-0.04309764309764308,848999,7.18,1.67,197841,1.01,14300,1.75,1098.97998046875
57,2015-03-27,28300,28960,28300,28420,321316,0.0,848999,7.18,1.67,197841,1.01,14300,1.75,1102.949951171875
58,2015-03-30,28500,28680,28240,28560,179110,0.0049261083743843415,848999,7.22,1.68,197841,1.0,14300,1.75,1101.72998046875
59,2015-03-31,28979,29040,28600,28820,196853,0.0091036414565826,848999,7.28,1.7,197841,0.99,14300,1.75,1105.5
60,2015-04-01,28740,28740,28400,28460,145321,-0.012491325468424685,848999,7.19,1.68,197841,1.0,14300,1.75,1107.0999755859375
61,2015-04-02,28680,28799,28460,28680,138068,0.007730147575544688,848999,7.25,1.69,197841,1.0,14300,1.75,1097.8699951171875
62,2015-04-03,28680,28799,28399,28680,125403,0.0,848999,7.25,1.69,197841,1.0,14300,1.75,1089.1199951171875
63,2015-04-06,28860,29800,28700,29400,211652,0.025104602510460206,848999,7.43,1.73,197841,0.97,14300,1.75,1089.1199951171875
64,2015-04-07,29560,29700,29240,29240,190521,-0.0054421768707483276,848999,7.39,1.72,197841,0.98,14300,1.75,1089.1199951171875
65,2015-04-08,29400,29700,29200,29580,155468,0.011627906976744207,848999,7.48,1.74,197841,0.97,14300,1.75,1092.3199462890625
66,2015-04-09,29400,29780,29400,29660,182151,0.0027045300878971723,848999,7.5,1.75,197841,0.96,14300,1.75,1090.1500244140625
67,2015-04-10,29600,29880,29560,29800,199202,0.00472016183411994,848999,7.53,1.76,197841,0.96,14300,1.75,1093.7900390625
68,2015-04-13,29580,29819,29360,29580,205866,-0.007382550335570448,848999,7.48,1.74,197841,0.97,14300,1.75,1091.93994140625
69,2015-04-14,29699,29699,29300,29480,188595,-0.0033806626098715764,848999,7.45,1.74,197841,0.97,14300,1.75,1099.8900146484375
70,2015-04-15,29199,29400,28539,28920,271021,-0.018995929443690662,848999,7.31,1.7,197841,0.99,14300,1.75,1090.300048828125
71,2015-04-16,29239,29540,28940,29540,215247,0.021438450899031736,848999,7.47,1.74,197841,0.97,14300,1.75,1093.6199951171875
72,2015-04-17,29539,29559,28940,29000,203446,-0.018280297901150933,848999,7.33,1.71,197841,0.99,14300,1.75,1082.5899658203125
73,2015-04-20,28920,28960,28460,28600,247898,-0.01379310344827589,848999,7.23,1.68,197841,1.0,14300,1.75,1081.8900146484375
74,2015-04-21,28420,28900,28399,28880,237053,0.009790209790209836,848999,7.3,1.7,197841,0.99,14300,1.75,1081.1800537109375
75,2015-04-22,28879,29460,28720,29220,253111,0.011772853185595622,848999,7.38,1.72,197841,0.98,14300,1.75,1081.3199462890625
76,2015-04-23,29400,29400,28800,29020,184903,-0.006844626967830281,848999,7.33,1.71,197841,0.99,14300,1.75,1083.0
77,2015-04-24,28979,29100,28000,28200,381798,-0.028256374913852467,848999,7.13,1.66,197841,1.01,14300,1.75,1080.02001953125
78,2015-04-27,28200,28220,27500,27900,330343,-0.010638297872340385,848999,7.05,1.64,197841,1.03,14300,1.75,1074.3800048828125
79,2015-04-28,27799,28000,27180,27320,313946,-0.02078853046594986,848999,6.9,1.61,197841,1.05,14300,1.75,1067.81005859375
80,2015-04-29,27339,27880,27279,27700,217913,0.013909224011713128,848999,7.0,1.63,197841,1.03,14300,1.75,1062.8499755859375
81,2015-04-30,27699,28360,27580,28200,367057,0.018050541516245522,848999,7.13,1.66,197841,1.01,14300,1.75,1068.969970703125
82,2015-05-04,28140,28460,27940,28000,165674,-0.007092198581560294,953266,9.14,1.47,153105,1.43,20000,1.75,1075.06005859375
83,2015-05-06,27800,27819,27120,27240,265410,-0.027142857142857135,953266,8.9,1.43,153105,1.47,20000,1.75,1079.5799560546875
84,2015-05-07,27240,27500,27080,27400,205148,0.005873715124816492,953266,8.95,1.44,153105,1.46,20000,1.75,1078.6700439453125
85,2015-05-08,27319,27400,26760,26760,189762,-0.023357664233576658,953266,8.74,1.4,153105,1.49,20000,1.75,1091.8900146484375
86,2015-05-11,27200,27200,26719,26720,192809,-0.001494768310911776,953266,8.73,1.4,153105,1.5,20000,1.75,1085.800048828125
87,2015-05-12,26900,27060,26480,26620,212664,-0.0037425149700598404,953266,8.69,1.4,153105,1.5,20000,1.75,1095.949951171875
88,2015-05-13,26979,26979,26520,26660,197545,0.0015026296018032514,953266,8.71,1.4,153105,1.5,20000,1.75,1092.3800048828125
89,2015-05-14,26820,26860,26559,26800,169770,0.005251312828207011,953266,8.75,1.41,153105,1.49,20000,1.75,1091.4000244140625
90,2015-05-15,27100,27120,26420,26520,178447,-0.010447761194029903,953266,8.66,1.39,153105,1.51,20000,1.75,1088.239990234375
91,2015-05-18,26700,26700,26180,26400,192537,-0.004524886877828038,953266,8.62,1.38,153105,1.52,20000,1.75,1081.8399658203125
92,2015-05-19,26419,27100,26139,26760,173618,0.013636363636363669,953266,8.74,1.4,153105,1.49,20000,1.75,1088.239990234375
93,2015-05-20,26980,27400,26820,27320,205829,0.020926756352765308,953266,8.92,1.43,153105,1.46,20000,1.75,1093.5
94,2015-05-21,27420,27440,26880,27040,144212,-0.010248901903367469,953266,8.83,1.42,153105,1.48,20000,1.75,1095.4100341796875
95,2015-05-22,27060,27060,26700,27000,163916,-0.0014792899408283544,953266,8.82,1.42,153105,1.48,20000,1.75,1091.47998046875
96,2015-05-26,27320,27380,26720,27240,200683,0.008888888888888946,953266,8.9,1.43,153105,1.47,20000,1.75,1095.75
97,2015-05-27,27200,27319,26260,26280,345309,-0.03524229074889873,953266,8.58,1.38,153105,1.52,20000,1.75,1105.8699951171875
98,2015-05-28,26340,26420,26020,26180,300963,-0.003805175038051778,953266,8.55,1.37,153105,1.53,20000,1.75,1107.4200439453125
99,2015-05-29,26399,26420,25940,26140,347615,-0.0015278838808250317,953266,8.54,1.37,153105,1.53,20000,1.75,1107.0
100,2015-06-01,26000,26020,25760,25820,218439,-0.01224177505738333,953266,8.43,1.35,153105,1.55,20000,1.75,1111.4200439453125
101,2015-06-02,26000,26060,25760,26060,175151,0.009295120061967532,953266,8.51,1.37,153105,1.53,20000,1.75,1113.800048828125
102,2015-06-03,26060,26320,25300,25460,235388,-0.023023791250959325,953266,8.31,1.34,153105,1.57,20000,1.75,1106.530029296875
103,2015-06-04,26300,26820,26100,26740,388239,0.050274941084053504,953266,8.73,1.4,153105,1.5,20000,1.75,1105.68994140625
104,2015-06-05,26499,27100,26400,26820,196563,0.0029917726252803867,953266,8.76,1.41,153105,1.49,20000,1.75,1111.699951171875
105,2015-06-08,26900,26940,26260,26280,202379,-0.020134228187919434,953266,8.58,1.38,153105,1.52,20000,1.75,1122.300048828125
106,2015-06-09,26000,26200,25360,25640,274705,-0.0243531202435312,953266,8.37,1.34,153105,1.56,20000,1.75,1117.1099853515625
107,2015-06-10,25640,25880,25240,25240,250034,-0.015600624024960985,953266,8.24,1.32,153105,1.58,20000,1.75,1119.0799560546875
108,2015-06-11,25260,25480,25060,25140,306281,-0.003961965134706813,953266,8.21,1.32,153105,1.59,20000,1.5,1108.719970703125
109,2015-06-12,25560,25740,25280,25540,234830,0.015910898965791676,953266,8.34,1.34,153105,1.57,20000,1.5,1110.4000244140625
110,2015-06-15,25100,25480,25100,25400,161356,-0.005481597494126911,953266,8.29,1.33,153105,1.57,20000,1.5,1110.3499755859375
111,2015-06-16,25400,25480,24900,25100,255352,-0.011811023622047223,953266,8.2,1.32,153105,1.59,20000,1.5,1114.530029296875
112,2015-06-17,25000,25320,24800,25080,189046,-0.0007968127490040056,953266,8.19,1.32,153105,1.59,20000,1.5,1116.77001953125
113,2015-06-18,25180,25580,25020,25300,164952,0.00877192982456143,953266,8.26,1.33,153105,1.58,20000,1.5,1111.5899658203125
114,2015-06-19,25320,25560,25200,25320,141895,0.0007905138339920903,953266,8.27,1.33,153105,1.58,20000,1.5,1103.25
115,2015-06-22,25820,25920,25520,25620,127418,0.011848341232227444,953266,8.37,1.34,153105,1.56,20000,1.5,1101.219970703125
116,2015-06-23,26180,26559,25820,26420,203180,0.031225604996096834,953266,8.63,1.39,153105,1.51,20000,1.5,1098.780029296875
117,2015-06-24,26000,26220,25820,26040,203960,-0.014383043149129415,953266,8.5,1.37,153105,1.54,20000,1.5,1103.969970703125
118,2015-06-25,25800,26060,25380,25380,213916,-0.025345622119815614,953266,8.29,1.33,153105,1.58,20000,1.5,1107.9200439453125
119,2015-06-26,25040,25800,25040,25560,206950,0.007092198581560183,953266,8.35,1.34,153105,1.56,20000,1.5,1109.93994140625
120,2015-06-29,25380,25700,25120,25620,230399,0.0023474178403755097,953266,8.37,1.34,153105,1.56,20000,1.5,1120.9000244140625
121,2015-06-30,25520,25700,25320,25360,197407,-0.010148321623731471,953266,8.28,1.33,153105,1.58,20000,1.5,1118.219970703125
122,2015-07-01,25360,26040,25180,25900,166498,0.021293375394321856,953266,8.46,1.36,153105,1.54,20000,1.5,1117.56005859375
123,2015-07-02,25720,26080,25700,25980,164460,0.003088803088802994,953266,8.48,1.36,153105,1.54,20000,1.5,1122.9300537109375
124,2015-07-03,25740,25880,25340,25360,142604,-0.0238645111624326,953266,8.28,1.33,153105,1.58,20000,1.5,1120.949951171875
125,2015-07-06,25060,25200,24460,24600,201999,-0.029968454258675115,953266,8.03,1.29,153105,1.63,20000,1.5,1120.949951171875
126,2015-07-07,24400,25180,24400,24800,249565,0.008130081300812941,953266,8.1,1.3,153105,1.61,20000,1.5,1124.22998046875
127,2015-07-08,24800,25020,24640,24780,235619,-0.0008064516129032695,953266,8.09,1.3,153105,1.61,20000,1.5,1132.9300537109375
128,2015-07-09,24600,25300,24520,25300,280610,0.02098466505246166,953266,8.26,1.33,153105,1.58,20000,1.5,1134.43994140625
129,2015-07-10,25140,25320,24960,25180,191468,-0.004743083003952542,953266,8.22,1.32,153105,1.59,20000,1.5,1131.030029296875
130,2015-07-13,25000,25440,24900,25320,153441,0.005559968228753043,953266,8.27,1.33,153105,1.58,20000,1.5,1129.0400390625
131,2015-07-14,25300,25400,24420,24500,399794,-0.03238546603475512,953266,8.0,1.29,153105,1.63,20000,1.5,1134.8199462890625
132,2015-07-15,24500,24760,24480,24700,167413,0.008163265306122547,953266,8.07,1.3,153105,1.62,20000,1.5,1141.3699951171875
133,2015-07-16,24460,25740,24460,25640,223469,0.0380566801619433,953266,8.37,1.34,153105,1.56,20000,1.5,1144.9200439453125
134,2015-07-17,26000,26220,25560,26100,297233,0.017940717628705194,953266,8.52,1.37,153105,1.53,20000,1.5,1145.1500244140625
135,2015-07-20,25820,26080,25460,25500,128928,-0.02298850574712641,953266,8.33,1.34,153105,1.57,20000,1.5,1148.1099853515625
136,2015-07-21,25500,25540,24940,25260,194055,-0.009411764705882342,953266,8.25,1.32,153105,1.58,20000,1.5,1154.550048828125
137,2015-07-22,24880,25200,24700,25060,268323,-0.007917656373713333,953266,8.18,1.31,153105,1.6,20000,1.5,1146.8599853515625
138,2015-07-23,24880,25060,24680,24680,208965,-0.015163607342378316,953266,8.06,1.29,153105,1.62,20000,1.5,1155.530029296875
139,2015-07-24,24540,24760,24480,24580,196584,-0.004051863857374438,953266,8.03,1.29,153105,1.63,20000,1.5,1160.260009765625
140,2015-07-27,24580,24940,24560,24600,243040,0.0008136696501219731,953266,8.03,1.29,153105,1.63,20000,1.5,1168.199951171875
141,2015-07-28,24480,25020,24380,24600,267627,0.0,953266,8.03,1.29,153105,1.63,20000,1.5,1165.030029296875
142,2015-07-29,25000,25500,24620,25260,274689,0.02682926829268295,953266,8.25,1.32,153105,1.58,20000,1.5,1159.52001953125
143,2015-07-30,25160,25200,24300,24300,308392,-0.038004750593824244,953266,7.94,1.27,153105,1.65,20000,1.5,1160.0699462890625
144,2015-07-31,24400,24440,23500,23700,391589,-0.024691358024691357,953266,7.74,1.24,153105,1.69,20000,1.5,1170.77001953125
145,2015-08-03,23680,23680,23320,23500,196891,-0.008438818565400852,953266,7.67,1.23,153105,1.7,20000,1.5,1164.6400146484375
146,2015-08-04,23500,23740,23400,23640,256887,0.005957446808510625,953266,7.72,1.24,153105,1.69,20000,1.5,1168.699951171875
147,2015-08-05,23640,23640,23160,23180,256050,-0.019458544839255465,953266,7.57,1.22,153105,1.73,20000,1.5,1167.1300048828125
148,2015-08-06,23100,23120,22300,22300,403981,-0.03796376186367556,953266,7.28,1.17,153105,1.79,20000,1.5,1171.93994140625
149,2015-08-07,22400,22740,22300,22720,275742,0.01883408071748871,953266,7.42,1.19,153105,1.76,20000,1.5,1161.530029296875
150,2015-08-10,22800,22840,22600,22820,114450,0.004401408450704247,953266,7.45,1.2,153105,1.75,20000,1.5,1161.530029296875
151,2015-08-11,23020,23580,22960,23140,233286,0.014022787028922012,953266,7.56,1.21,153105,1.73,20000,1.5,1157.050048828125
152,2015-08-12,23000,23280,22800,23080,223080,-0.002592912705272288,953266,7.54,1.21,153105,1.73,20000,1.5,1177.280029296875
153,2015-08-13,23060,23060,22760,22800,150411,-0.012131715771230511,953266,7.45,1.2,153105,1.75,20000,1.5,1173.0
154,2015-08-17,22800,22820,22080,22080,227217,-0.03157894736842104,953266,7.21,1.16,153105,1.81,20000,1.5,1177.199951171875
155,2015-08-18,22360,22820,22340,22620,231672,0.024456521739130377,953266,7.39,1.19,153105,1.77,20000,1.5,1181.5799560546875
156,2015-08-19,23380,23520,22820,23080,401415,0.020335985853227267,953266,7.54,1.21,153105,1.73,20000,1.5,1184.449951171875
157,2015-08-20,23260,23420,22600,22780,216119,-0.012998266897746968,953266,7.44,1.19,153105,1.76,20000,1.5,1181.2099609375
158,2015-08-21,21980,22560,21920,22020,408851,-0.03336259877085157,953266,7.19,1.15,153105,1.82,20000,1.5,1182.530029296875
159,2015-08-24,21760,22300,20660,21580,448592,-0.019981834695731115,953266,7.05,1.13,153105,1.85,20000,1.5,1193.5699462890625
160,2015-08-25,21580,22140,21340,21580,392519,0.0,953266,7.05,1.13,153105,1.85,20000,1.5,1189.5799560546875
161,2015-08-26,21360,21480,21000,21340,558952,-0.011121408711770142,953266,6.97,1.12,153105,1.87,20000,1.5,1189.1600341796875
162,2015-08-27,21640,21720,21260,21340,495388,0.0,953266,6.97,1.12,153105,1.87,20000,1.5,1181.1600341796875
163,2015-08-28,21720,21720,21460,21620,462223,0.013120899718837897,953266,7.06,1.13,153105,1.85,20000,1.5,1171.989990234375
164,2015-08-31,21420,21780,21040,21780,408309,0.007400555041628065,953266,7.11,1.14,153105,1.84,20000,1.5,1177.5999755859375
165,2015-09-01,21780,21960,21620,21700,240372,-0.0036730945821854544,953266,7.09,1.14,153105,1.84,20000,1.5,1180.949951171875
166,2015-09-02,21380,21900,21300,21800,312683,0.004608294930875667,953266,7.12,1.14,153105,1.83,20000,1.5,1177.280029296875
167,2015-09-03,22040,22460,21860,22440,305142,0.029357798165137616,953266,7.33,1.18,153105,1.78,20000,1.5,1182.1600341796875
168,2015-09-04,22880,22880,22360,22580,251734,0.00623885918003575,953266,7.37,1.18,153105,1.77,20000,1.5,1189.1199951171875
169,2015-09-07,22580,22580,22100,22240,191805,-0.015057573073516406,953266,7.26,1.17,153105,1.8,20000,1.5,1199.510009765625
170,2015-09-08,22260,22720,22120,22620,182330,0.017086330935251803,953266,7.39,1.19,153105,1.77,20000,1.5,1201.18994140625
171,2015-09-09,22920,22940,22720,22940,259376,0.014146772767462457,953266,7.49,1.2,153105,1.74,20000,1.5,1193.0
172,2015-09-10,22600,22780,22360,22680,362568,-0.011333914559720992,953266,7.41,1.19,153105,1.76,20000,1.5,1190.3399658203125
173,2015-09-11,22520,22660,22300,22300,204167,-0.01675485008818345,953266,7.28,1.17,153105,1.79,20000,1.5,1180.5999755859375
174,2015-09-14,22400,22480,22200,22480,167073,0.008071748878923701,953266,7.34,1.18,153105,1.78,20000,1.5,1180.550048828125
175,2015-09-15,22280,22560,22260,22460,232956,-0.000889679715302516,953266,7.33,1.18,153105,1.78,20000,1.5,1182.0
176,2015-09-16,22420,23140,22420,23040,343763,0.02582368655387346,953266,7.52,1.21,153105,1.74,20000,1.5,1176.81005859375
177,2015-09-17,23060,23140,22880,23140,273960,0.004340277777777679,953266,7.56,1.21,153105,1.73,20000,1.5,1169.199951171875
178,2015-09-18,22900,23840,22700,23800,436270,0.028522039757994833,953266,7.77,1.25,153105,1.68,20000,1.5,1164.8900146484375
179,2015-09-21,23260,23460,23000,23000,205359,-0.03361344537815125,953266,7.51,1.21,153105,1.74,20000,1.5,1171.1099853515625
180,2015-09-22,22860,23000,22600,22900,250675,-0.004347826086956497,953266,7.48,1.2,153105,1.75,20000,1.5,1176.47998046875
181,2015-09-23,22880,22880,22500,22620,197649,-0.012227074235807822,953266,7.39,1.19,153105,1.77,20000,1.5,1182.5400390625
182,2015-09-24,22520,22700,22500,22520,132721,-0.004420866489831976,953266,7.35,1.18,153105,1.78,20000,1.5,1192.4100341796875
183,2015-09-25,22400,22500,22180,22240,209160,-0.01243339253996445,953266,7.26,1.17,153105,1.8,20000,1.5,1188.93994140625
184,2015-09-30,22000,22680,21800,22680,458936,0.019784172661870603,953266,7.41,1.19,153105,1.76,20000,1.5,1194.1600341796875
185,2015-10-01,22800,22900,22420,22680,241041,0.0,953266,7.41,1.19,153105,1.76,20000,1.5,1183.8399658203125
186,2015-10-02,22240,22660,22240,22380,274302,-0.013227513227513255,953266,7.31,1.17,153105,1.79,20000,1.5,1177.0999755859375
187,2015-10-05,22380,22620,22300,22300,241935,-0.00357462019660415,953266,7.28,1.17,153105,1.79,20000,1.5,1171.0899658203125
188,2015-10-06,22600,23100,22540,23020,382987,0.03228699551569503,953266,7.52,1.21,153105,1.74,20000,1.5,1159.5699462890625
189,2015-10-07,23960,25040,23720,25020,799502,0.08688097306689846,953266,8.17,1.31,153105,1.6,20000,1.5,1159.3199462890625
190,2015-10-08,25000,25580,25000,25400,570677,0.0151878497202238,953266,8.29,1.33,153105,1.57,20000,1.5,1156.75
191,2015-10-12,25200,25260,24940,25200,378974,-0.007874015748031482,953266,8.23,1.32,153105,1.59,20000,1.5,1146.010009765625
192,2015-10-13,25200,25440,24960,25040,198000,-0.006349206349206327,953266,8.18,1.31,153105,1.6,20000,1.5,1142.2099609375
193,2015-10-14,24960,25200,24740,25080,175051,0.0015974440894568342,953266,8.19,1.32,153105,1.59,20000,1.5,1148.0699462890625
194,2015-10-15,24880,25640,24860,25380,248503,0.011961722488038173,953266,8.29,1.33,153105,1.58,20000,1.5,1135.75
195,2015-10-16,25300,25380,25180,25300,143968,-0.0031520882584712417,953266,8.26,1.33,153105,1.58,20000,1.5,1121.0400390625
196,2015-10-19,25140,25300,24980,25120,117070,-0.007114624505928813,953266,8.2,1.32,153105,1.59,20000,1.5,1129.719970703125
197,2015-10-20,25200,25460,25120,25320,150347,0.0079617834394905,953266,8.27,1.33,153105,1.58,20000,1.5,1130.3699951171875
198,2015-10-21,25300,25640,25180,25400,139567,0.003159557661927437,953266,8.29,1.33,153105,1.57,20000,1.5,1129.469970703125
199,2015-10-22,25600,25900,25380,25600,230673,0.007874015748031482,953266,8.36,1.34,153105,1.56,20000,1.5,1138.0400390625
200,2015-10-23,26000,26000,25560,25780,263071,0.007031250000000044,953266,8.42,1.35,153105,1.55,20000,1.5,1128.6700439453125
201,2015-10-26,25960,25960,25440,25840,152165,0.002327385570209506,953266,8.44,1.36,153105,1.55,20000,1.5,1134.010009765625
202,2015-10-27,25640,25980,25620,25960,132241,0.004643962848297267,953266,8.48,1.36,153105,1.54,20000,1.5,1128.739990234375
203,2015-10-28,25880,26160,25820,26160,271303,0.007704160246533087,953266,8.54,1.37,153105,1.53,20000,1.5,1134.02001953125
204,2015-10-29,26599,27839,26480,26500,630471,0.012996941896024516,953266,8.65,1.39,153105,1.51,20000,1.5,1143.5999755859375
205,2015-10-30,26900,27800,26819,27440,509385,0.035471698113207495,953266,8.96,1.44,153105,1.46,20000,1.5,1139.8599853515625
206,2015-11-02,27700,27860,27479,27660,386546,0.008017492711370311,953266,9.03,1.45,153105,1.45,20000,1.5,1139.1600341796875
207,2015-11-03,27620,27620,26999,27040,301840,-0.022415039768618916,953266,8.83,1.42,153105,1.48,20000,1.5,1136.6199951171875
